"Text Editing","Move Lines Up","Alt+Up","Editing Text","org.eclipse.ui.edit.text.moveLineUp"
"Uncategorized","Show Markup Cheat Sheet","F1","WikiText Markup Source Context","org.eclipse.mylyn.wikitext.ui.editor.showCheatSheetCommand"
"Run/Debug","Debug Java Application","Alt+Shift+D, J","In Windows","org.eclipse.jdt.debug.ui.localJavaShortcut.debug"
"Navigate","Previous Edit Location","Ctrl+Alt+Left","In Windows","org.eclipse.ui.edit.text.gotoLastEditPosition"
"Edit","Select Next Element","Alt+Shift+Right","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.next"
"C/C++ Source","Toggle Comment","Ctrl+7","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.toggle.comment"
"Source","Correct Indentation","Ctrl+I","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.indent"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering","org.eclipse.debug.ui.command.prevpage"
"Focused UI","Make Less Interesting","Ctrl+Alt+Shift+Down","In Windows","org.eclipse.mylyn.context.ui.commands.interest.decrement"
"Project","Build Target Build","Shift+F9","In Windows","org.eclipse.cdt.make.ui.targetBuildCommand"
"Navigate","Previous Page","Alt+Shift+F7","In Windows","org.eclipse.ui.part.previousPage"
"Run/Debug","Next Page of Memory","Ctrl+Shift+.","In Table Memory Rendering","org.eclipse.debug.ui.command.nextpage"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousSubTab"
"Terminal view commands","Terminal view insert","Alt+L","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"C/C++ Source","Toggle Source/Header","Ctrl+Tab","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.toggle.source.header"
"Run/Debug","Debug JUnit Test","Alt+Shift+D, T","In Windows","org.eclipse.jdt.junit.junitShortcut.debug"
"Run/Debug","Run JUnit Test","Alt+Shift+X, T","In Windows","org.eclipse.jdt.junit.junitShortcut.run"
"Run/Debug","Execute","Ctrl+U","In Windows","org.eclipse.jdt.debug.ui.commands.Execute"
"Refactor - Java","Extract Method","Alt+Shift+M","In Windows","org.eclipse.jdt.ui.edit.text.java.extract.method"
"Text Editing","Delete Line","Ctrl+Shift+K","Editing Text","org.eclipse.ui.edit.text.delete.line"
"Edit","Content Assist","Ctrl+Space","Editing Text","org.eclipse.ui.edit.text.contentAssist.proposals"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text","org.eclipse.ui.edit.text.lowerCase"
"C/C++ Source","Open Declaration","F3","In Macro Expansion Hover","org.eclipse.cdt.ui.edit.opendecl"
"Window","Preferences (General > Keys)","Ctrl+K, Ctrl+S","In Windows","org.eclipse.ui.window.preferences"
"C/C++ Source","Toggle Mark Occurrences","Alt+Shift+O","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.toggleMarkOccurrences"
"Run/Debug","Display","Ctrl+Shift+D","In Dialogs and Windows","org.eclipse.jdt.debug.ui.commands.Display"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","C/C++ Editor","org.eclipse.cdt.ui.navigate.open.type.in.hierarchy"
"Edit","Select Next C/C++ Element","Alt+Shift+Right","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.select.next"
"Makefile Source","Toggle Comment","Ctrl+/","Makefile Editor","org.eclipse.cdt.make.ui.edit.text.makefile.toggle.comment"
"Navigate","Open Type Hierarchy","F4","In C/C++ Views","org.eclipse.cdt.ui.edit.open.type.hierarchy"
"Reverse Debugging Commands","Reverse Step Over","Shift+F6","Debugging C/C++","org.eclipse.cdt.debug.ui.command.reverseStepOver"
"Source","Format","Alt+Shift+F","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.format"
"Text Editing","Delete to End of Line","Ctrl+Shift+Delete","Editing Text","org.eclipse.ui.edit.text.delete.line.to.end"
"Views","Show View (History)","Alt+Shift+Q, Z","In Windows","org.eclipse.ui.views.showView"
"Source","Rename In File","Alt+Shift+R","Editing Ant Buildfiles","org.eclipse.ant.ui.renameInFile"
"Navigate","Previous Edit Location","Ctrl+Q","In Windows","org.eclipse.ui.edit.text.gotoLastEditPosition"
"C/C++ Source","Declaration","Ctrl+G","C/C++ Editor","org.eclipse.cdt.ui.search.finddecl"
"Git","Quick Outline","Ctrl+O","In Diff Viewer","org.eclipse.egit.ui.commit.DiffEditorQuickOutlineCommand"
"Terminal view commands","Terminal view insert","Alt+H","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Collapse","Ctrl+Numpad_Subtract","Editing Text","org.eclipse.ui.edit.text.folding.collapse"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows","org.eclipse.ui.navigate.expandAll"
"Source","Organize Imports","Ctrl+Shift+O","In Windows","org.eclipse.jdt.ui.edit.text.java.organize.imports"
"Language Servers","Go to Symbol in Workspace","Ctrl+Shift+T","In Windows","org.eclipse.lsp4e.symbolinworkspace"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In Windows","org.eclipse.jdt.ui.edit.text.java.open.call.hierarchy"
"Source","Quick Assist - Assign to field","Ctrl+2, F","Editing Java Source","org.eclipse.jdt.ui.correction.assignToField.assist"
"Window","Select Maven Profiles","Ctrl+Alt+P","In Windows","org.eclipse.m2e.profiles.ui.commands.selectMavenProfileCommand"
"Views","Show View (Javadoc)","Alt+Shift+Q, J","In Windows","org.eclipse.ui.views.showView"
"C/C++ Source","Toggle Comment","Ctrl+Shift+C","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.toggle.comment"
"Window","Switch to Editor","Ctrl+Shift+E","In Windows","org.eclipse.ui.window.switchToEditor"
"Text Editing","Zoom In","Ctrl+=","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Run/Debug","Debug Java Applet","Alt+Shift+D, A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.debug"
"Window","Toggle Split Editor (Horizontal)","Ctrl+_","In Windows","org.eclipse.ui.window.splitEditor"
"Source","Remove Occurrence Annotations","Alt+Shift+U","Editing Java Source","org.eclipse.jdt.ui.edit.text.remove.occurrence.annotations"
"Source","Toggle Ant Mark Occurrences","Alt+Shift+O","Editing Ant Buildfiles","org.eclipse.ant.ui.toggleMarkOccurrences"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In Windows","org.eclipse.jdt.ui.navigate.open.type.in.hierarchy"
"Run/Debug","Coverage RAP JUnit Test","Alt+Shift+E, R","In Windows","org.eclipse.eclemma.ui.junitRAPShortcut.coverage"
"Text Editing","To Upper Case","Ctrl+Shift+X","Editing Text","org.eclipse.ui.edit.text.upperCase"
"Source","Quick Assist - Assign to local variable","Ctrl+2, L","Editing Java Source","org.eclipse.jdt.ui.correction.assignToLocal.assist"
"Window","Next Perspective","Ctrl+F8","In Windows","org.eclipse.ui.window.nextPerspective"
"Text Editing","Scroll Line Up","Ctrl+Up","Editing Text","org.eclipse.ui.edit.text.scroll.lineUp"
"Language Servers","Go to Symbol in File","Ctrl+O","Editing Text","org.eclipse.lsp4e.symbolinfile"
"Run/Debug","Run","Ctrl+F11","In Windows","org.eclipse.debug.ui.commands.RunLast"
"Run/Debug","Next Memory Monitor","Ctrl+Alt+N","In Memory View","org.eclipse.debug.ui.commands.nextMemoryBlock"
"Terminal view commands","Terminal view insert","Alt+G","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"TM4E Language Configuration","Add Block Comment","Ctrl+Shift+/","Editing Text","org.eclipse.tm4e.languageconfiguration.addblockcommentcommand"
"Run/Debug","Toggle Breakpoint","Ctrl+Shift+B","In Windows","org.eclipse.debug.ui.commands.ToggleBreakpoint"
"C/C++ Source","Open Element","Ctrl+Shift+T","C/C++ Editor","org.eclipse.cdt.ui.navigate.opentype"
"File","Properties","Alt+Enter","In Windows","org.eclipse.ui.file.properties"
"C/C++ Source","Explore Macro Expansion","Ctrl+#","C/C++ Editor","org.eclipse.cdt.ui.edit.open.quick.macro.explorer"
"Terminal view commands","Terminal view insert","Alt+N","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"C/C++ Source","Indent Line","Ctrl+I","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.indent"
"Text Editing","Next Word","Ctrl+Right","Editing Text","org.eclipse.ui.edit.text.goto.wordNext"
"Text Editing","Copy Lines","Ctrl+Alt+Down","Editing Text","org.eclipse.ui.edit.text.copyLineDown"
"Edit","Select Previous C/C++ Element","Alt+Shift+Left","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.select.previous"
"Run/Debug","Coverage TestNG Suite","Alt+Shift+E, G","In Windows","org.eclipse.eclemma.ui.testNgSuiteShortcut.coverage"
"Run/Debug","Step Over","F6","Debugging","org.eclipse.debug.ui.commands.StepOver"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","In C/C++ Views","org.eclipse.cdt.ui.edit.open.call.hierarchy"
"Navigate","Backward History","Alt+Left","In Windows","org.eclipse.ui.navigate.backwardHistory"
"Run/Debug","Coverage TestNG Test","Alt+Shift+E, N","In Windows","org.eclipse.eclemma.ui.testNgShortcut.coverage"
"Run/Debug","Step Into Selection","Ctrl+F5","Debugging","org.eclipse.jdt.debug.ui.commands.StepIntoSelection"
"Source","Toggle Comment","Ctrl+/","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Text Editing","Show Tooltip Description","F2","Editing Text","org.eclipse.ui.edit.text.showInformation"
"Run/Debug","EOF","Ctrl+Z","In I/O Console","org.eclipse.debug.ui.commands.eof"
"Views","Show View (Search)","Alt+Shift+Q, S","In Windows","org.eclipse.ui.views.showView"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows","org.eclipse.ui.views.showView"
"Refactor - Java","Move - Refactoring ","Alt+Shift+V","In Windows","org.eclipse.jdt.ui.edit.text.java.move.element"
"Terminal view commands","Terminal view insert","Alt+W","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"C/C++ Source","Align const qualifiers","Ctrl+Shift+A","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.align.const"
"Text Editing","Select Line End","Shift+End","Editing Text","org.eclipse.ui.edit.text.select.lineEnd"
"Text Editing","Select Line Start","Shift+Home","Editing Text","org.eclipse.ui.edit.text.select.lineStart"
"Reverse Debugging Commands","Reverse Resume","Shift+F8","Debugging C/C++","org.eclipse.cdt.debug.ui.command.reverseResume"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+T","In Windows","org.eclipse.tm.terminal.connector.local.command.launch"
"Run/Debug","Add Memory Block","Ctrl+Alt+M","In Memory View","org.eclipse.debug.ui.commands.addMemoryMonitor"
"C/C++ Source","References","Ctrl+Shift+G","C/C++ Editor","org.eclipse.cdt.ui.search.findrefs"
"Terminal view commands","Terminal view insert","Alt+D","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Properties Files","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
"Navigate","Go to Next Member","Ctrl+Shift+Down","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.goto.next.member"
"Focused UI","Focus on Active Task","Alt+Shift+H","In Windows","org.eclipse.mylyn.context.ui.commands.toggle.focus.active.view"
"File","Refresh","F5","In Windows","org.eclipse.ui.file.refresh"
"Edit","Restore Last Selection","Alt+Shift+Down","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.select.last"
"Search","References in Workspace","Ctrl+Shift+G","In Windows","org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace"
"Views","Show View (Problems)","Alt+Shift+Q, X","In Windows","org.eclipse.ui.views.showView"
"Search","Find Text in Workspace","Ctrl+Alt+G","In Windows","org.eclipse.search.ui.performTextSearchWorkspace"
"Edit","Paste","Shift+Insert","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Terminal view commands","Maximize Active View or Editor","Alt+Up","Terminal Control in Focus","org.eclipse.tm.terminal.maximize"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows","org.eclipse.ui.navigate.nextSubTab"
"Window","Previous View","Ctrl+Shift+F7","In Windows","org.eclipse.ui.window.previousView"
"Window","Show Key Assist","Ctrl+Shift+L","In Dialogs and Windows","org.eclipse.ui.window.showKeyAssist"
"Terminal view commands","Terminal view insert","Alt+F","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Text Editing","Text End","Ctrl+End","Editing Text","org.eclipse.ui.edit.text.goto.textEnd"
"Views","Show View (Breakpoints)","Alt+Shift+Q, B","In Windows","org.eclipse.ui.views.showView"
"Terminal view commands","Copy","Ctrl+Shift+C","Terminal Control in Focus","org.eclipse.tm.terminal.copy"
"File","Open File...","Ctrl+K, Ctrl+O","Editing Java Source","org.eclipse.ui.edit.text.openLocalFile"
"Navigate","Go to Line","Ctrl+G","Editing Text","org.eclipse.ui.edit.text.goto.line"
"Edit","Quick Fix","Ctrl+1","In Dialogs and Windows","org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals"
"C/C++ Source","Show Source Quick Menu","Alt+Shift+S","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.source.quickMenu"
"Navigate","Previous Tab","Ctrl+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousTab"
"Run/Debug","Run Gradle Test","Ctrl+Alt+X, G","In Windows","org.eclipse.buildship.ui.shortcut.test.run"
"Source","Quick Assist - Extract method","Ctrl+2, M","Editing Java Source","org.eclipse.jdt.ui.correction.extractMethodInplace.assist"
"Navigate","Open Attached Javadoc","Shift+F2","In Windows","org.eclipse.jdt.ui.edit.text.java.open.external.javadoc"
"Source","Show Source Quick Menu","Alt+Shift+S","In Windows","org.eclipse.jdt.ui.edit.text.java.source.quickMenu"
"File","Close","Ctrl+W","In Windows","org.eclipse.ui.file.close"
"Source","Add Import","Ctrl+Shift+M","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.import"
"Edit","Cut","Shift+Delete","In Dialogs and Windows","org.eclipse.ui.edit.cut"
"File","New (Class (org.eclipse.jdt.ui.wizards.NewClassCreationWizard))","Ctrl+Alt+N","In Windows","org.eclipse.ui.newWizard"
"Run/Debug","Java Breakpoint Properties","Alt+Enter","In Breakpoints View","org.eclipse.jdt.debug.ui.breakpoint.properties"
"C/C++ Source","Organize Includes","Ctrl+Shift+O","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.organize.includes"
"C/C++ Source","Open Declaration","F3","Assembly Editor","org.eclipse.cdt.ui.edit.opendecl"
"Edit","Cut","Ctrl+X","In Dialogs and Windows","org.eclipse.ui.edit.cut"
"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.collapse_all"
"Text Editing","Line Start","Home","Editing Text","org.eclipse.ui.edit.text.goto.lineStart"
"Edit","Delete","Delete","In Windows","org.eclipse.ui.edit.delete"
"Terminal view commands","Terminal view insert","Alt+V","Terminal Typing Connected","org.eclipse.tm.terminal.command1"
"Run/Debug","Skip All Breakpoints","Ctrl+Alt+B","In Windows","org.eclipse.debug.ui.commands.SkipAllBreakpoints"
"Text Editing","Move Lines Down","Alt+Down","Editing Text","org.eclipse.ui.edit.text.moveLineDown"
"Navigate","Open Type","Ctrl+Shift+T","In Windows","org.eclipse.jdt.ui.navigate.open.type"
"Git","Collapse Working Tree","Ctrl+Left","In Git Repositories View","org.eclipse.egit.ui.RepositoriesViewCollapseWorkingTree"
"Text Editing","Delete Next Word","Ctrl+Delete","Editing Text","org.eclipse.ui.edit.text.deleteNextWord"
"Source","Add Javadoc Comment","Alt+Shift+J","In Windows","org.eclipse.jdt.ui.edit.text.java.add.javadoc.comment"
"Run/Debug","Resume","F8","Debugging","org.eclipse.debug.ui.commands.Resume"
"Window","Previous Editor","Ctrl+Shift+F6","In Windows","org.eclipse.ui.window.previousEditor"
"Views","Show View","Alt+Shift+Q, T","In Windows","org.eclipse.ui.views.showView"
"Quick Search","Quick Search","Ctrl+Alt+Shift+L","In Windows","org.eclipse.text.quicksearch.commands.quicksearchCommand"
"C/C++ Source","Show outline","Ctrl+O","C/C++ Editor","org.eclipse.cdt.ui.edit.open.outline"
"Run/Debug","Go to Program Counter","Home","In Disassembly","org.eclipse.cdt.dsf.debug.ui.disassembly.commands.gotoPC"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","In C/C++ Views","org.eclipse.cdt.ui.navigate.open.type.in.hierarchy"
"Run/Debug","Coverage Java Application","Alt+Shift+E, J","In Windows","org.eclipse.eclemma.ui.localJavaShortcut.coverage"
"Focused UI","Show Context Quick View","Ctrl+Alt+Shift+Right","In Windows","org.eclipse.mylyn.context.ui.commands.open.context.dialog"
"Navigate","Next Page","Alt+F7","In Windows","org.eclipse.ui.part.nextPage"
"C/C++ Source","Format","Ctrl+Shift+F","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.format"
"Window","Activate Editor","F12","In Windows","org.eclipse.ui.window.activateEditor"
"Navigate","Open Type Hierarchy","F4","In Windows","org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy"
"Window","Quick Switch Editor","Ctrl+E","In Windows","org.eclipse.ui.window.openEditorDropDown"
"Edit","Paste","Ctrl+V","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Source","Quick Assist - Assign to variable in new try-with-resources block","Ctrl+2, T","Editing Java Source","org.eclipse.jdt.ui.correction.assignInTryWithResources.assist"
"Refactor - C++","Extract Local Variable - Refactoring ","Alt+Shift+L","C/C++ Editor","org.eclipse.cdt.ui.refactor.extract.local.variable"
"Window","Find Actions","Ctrl+3","In Windows","org.eclipse.ui.window.quickAccess"
"File","Print","Ctrl+P","In Windows","org.eclipse.ui.file.print"
"Source","Add Text Block","Ctrl+Shift+'","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.add.textblock"
"Reverse Debugging Commands","Uncall","Shift+F7","Debugging C/C++","org.eclipse.cdt.debug.ui.command.uncall"
"Views","Show View (Console)","Alt+Shift+Q, C","In Windows","org.eclipse.ui.views.showView"
"Source","Annotate Class File","Ctrl+1","Browsing attached Java Source","org.eclipse.jdt.ui.edit.text.java.annotate.classFile"
"Source","Toggle Mark Occurrences","Alt+Shift+O","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggleMarkOccurrences"
"Navigate","Next","Ctrl+.","In Windows","org.eclipse.ui.navigate.next"
"C/C++ Source","Forward","Alt+Right","In Macro Expansion Hover","org.eclipse.cdt.ui.hover.forwardMacroExpansion"
"Refactor - Java","Show Refactor Quick Menu","Alt+Shift+T","In Windows","org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu"
"Text Editing","Zoom In","Ctrl++","Editing Text","org.eclipse.ui.edit.text.zoomIn"
"Source","Open External Documentation","Shift+F2","Editing Ant Buildfiles","org.eclipse.ant.ui.openExternalDoc"
"Uncategorized","Find References","Ctrl+Shift+G","in Generic Code Editor","org.eclipse.ui.genericeditor.findReferences"
"Run/Debug","Run Java Applet","Alt+Shift+X, A","In Windows","org.eclipse.jdt.debug.ui.javaAppletShortcut.run"
"Window","Next View","Ctrl+F7","In Windows","org.eclipse.ui.window.nextView"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows","org.eclipse.ui.edit.copy"
"Views","Show View (Cheat Sheets)","Alt+Shift+Q, H","In Windows","org.eclipse.ui.views.showView"
"Navigate","Open Call Hierarchy","Ctrl+Alt+H","C/C++ Editor","org.eclipse.cdt.ui.edit.open.call.hierarchy"
"Text Editing","Insert Line Above Current Line","Ctrl+Shift+Enter","Editing Text","org.eclipse.ui.edit.text.smartEnterInverse"
"C/C++ Source","Back","Alt+Left","In Macro Expansion Hover","org.eclipse.cdt.ui.hover.backwardMacroExpansion"
"Project","Build All","Ctrl+B","In Windows","org.eclipse.ui.project.buildAll"
"Source","Toggle Comment","Ctrl+Shift+C","Editing Java Source","org.eclipse.jdt.ui.edit.text.java.toggle.comment"
